Local time,Open,High,Low,Close,Volume
29.04.2015 01:30:00.000 GMT+0430,1211.499,1214.044,1201.347,1204.378,50495580.20069999
30.04.2015 01:30:00.000 GMT+0430,1204.324,1207.179,1177.051,1183.828,51423519.470800005
01.05.2015 01:30:00.000 GMT+0430,1183.593,1185.189,1169.583,1178.028,40730450.21740001
02.05.2015 01:30:00.000 GMT+0430,1178.028,1178.028,1178.028,1178.028,0
03.05.2015 01:30:00.000 GMT+0430,1178.028,1178.028,1178.028,1178.028,0
04.05.2015 01:30:00.000 GMT+0430,1177.962,1192.812,1177.709,1187.838,44078509.7481
05.05.2015 01:30:00.000 GMT+0430,1187.712,1199.809,1185.709,1193.035,55082120.1545
06.05.2015 01:30:00.000 GMT+0430,1193.035,1197.605,1188.222,1191.908,41570140.4552
07.05.2015 01:30:00.000 GMT+0430,1191.672,1192.800,1178.837,1184.168,44268700.429
08.05.2015 01:30:00.000 GMT+0430,1184.112,1193.445,1181.811,1187.880,56496619.7055
09.05.2015 01:30:00.000 GMT+0430,1187.880,1187.880,1187.880,1187.880,0
10.05.2015 01:30:00.000 GMT+0430,1187.880,1187.880,1187.880,1187.880,0
11.05.2015 01:30:00.000 GMT+0430,1189.489,1191.770,1178.891,1183.578,36849509.566999994
12.05.2015 01:30:00.000 GMT+0430,1183.510,1197.025,1180.829,1193.528,50534529.39649999
13.05.2015 01:30:00.000 GMT+0430,1193.343,1218.858,1191.249,1215.389,58260119.74029999
14.05.2015 01:30:00.000 GMT+0430,1215.264,1227.270,1212.311,1220.728,59372989.8417
15.05.2015 01:30:00.000 GMT+0430,1220.601,1226.139,1210.960,1223.693,46494720.31440001
16.05.2015 01:30:00.000 GMT+0430,1223.693,1223.693,1223.693,1223.693,0
17.05.2015 01:30:00.000 GMT+0430,1223.693,1223.693,1223.693,1223.693,0
18.05.2015 01:30:00.000 GMT+0430,1223.859,1232.329,1221.587,1225.168,48517200.589200005
19.05.2015 01:30:00.000 GMT+0430,1224.838,1225.592,1205.753,1207.478,51277799.6998
20.05.2015 01:30:00.000 GMT+0430,1207.272,1213.369,1203.284,1209.388,51807949.819599986
21.05.2015 01:30:00.000 GMT+0430,1209.318,1212.759,1201.589,1205.818,40235489.626200005
22.05.2015 01:30:00.000 GMT+0430,1205.649,1214.839,1201.529,1205.888,39178890.2178
23.05.2015 01:30:00.000 GMT+0430,1205.888,1205.888,1205.888,1205.888,0
24.05.2015 01:30:00.000 GMT+0430,1205.888,1205.888,1205.888,1205.888,0
25.05.2015 01:30:00.000 GMT+0430,1205.568,1208.580,1202.801,1206.998,17713800.2158
26.05.2015 01:30:00.000 GMT+0430,1206.799,1207.510,1185.532,1186.959,39092369.55660001
27.05.2015 01:30:00.000 GMT+0430,1186.778,1190.858,1183.668,1187.628,41943939.992599994
28.05.2015 01:30:00.000 GMT+0430,1187.349,1192.148,1180.421,1188.078,44361469.82969999
29.05.2015 01:30:00.000 GMT+0430,1187.679,1193.873,1185.748,1190.298,45505429.863900006
30.05.2015 01:30:00.000 GMT+0430,1190.298,1190.298,1190.298,1190.298,0
31.05.2015 01:30:00.000 GMT+0430,1190.298,1190.298,1190.298,1190.298,0
01.06.2015 01:30:00.000 GMT+0430,1189.269,1204.248,1184.559,1188.878,56102899.6706
02.06.2015 01:30:00.000 GMT+0430,1188.788,1196.249,1185.951,1192.758,49088019.7426
03.06.2015 01:30:00.000 GMT+0430,1192.378,1195.543,1179.391,1184.658,53035830.034799986
04.06.2015 01:30:00.000 GMT+0430,1184.558,1186.170,1172.908,1176.569,51927990.45610002
05.06.2015 01:30:00.000 GMT+0430,1176.249,1178.579,1162.741,1171.689,48101750.070400015
06.06.2015 01:30:00.000 GMT+0430,1171.689,1171.689,1171.689,1171.689,0
07.06.2015 01:30:00.000 GMT+0430,1171.689,1171.689,1171.689,1171.689,0
08.06.2015 01:30:00.000 GMT+0430,1170.532,1177.580,1169.069,1173.858,50139020.0257
09.06.2015 01:30:00.000 GMT+0430,1173.829,1182.899,1172.498,1176.599,49864450.26539999
10.06.2015 01:30:00.000 GMT+0430,1176.289,1192.259,1175.198,1185.858,58550460.49629999
11.06.2015 01:30:00.000 GMT+0430,1185.558,1187.928,1175.629,1181.798,45854249.645600006
12.06.2015 01:30:00.000 GMT+0430,1181.578,1184.252,1176.679,1181.418,43476500.0781
13.06.2015 01:30:00.000 GMT+0430,1181.418,1181.418,1181.418,1181.418,0
14.06.2015 01:30:00.000 GMT+0430,1181.418,1181.418,1181.418,1181.418,0
15.06.2015 01:30:00.000 GMT+0430,1180.438,1190.492,1172.729,1186.118,55638109.9226
16.06.2015 01:30:00.000 GMT+0430,1185.969,1187.871,1176.029,1181.769,49001459.945499994
17.06.2015 01:30:00.000 GMT+0430,1181.468,1189.139,1174.569,1185.249,42277474.9731
18.06.2015 01:30:00.000 GMT+0430,1184.859,1205.690,1183.558,1201.609,60912430.68770001
19.06.2015 01:30:00.000 GMT+0430,1201.249,1204.139,1198.319,1199.798,45722590.0837
20.06.2015 01:30:00.000 GMT+0430,1199.798,1199.798,1199.798,1199.798,0
21.06.2015 01:30:00.000 GMT+0430,1199.798,1199.798,1199.798,1199.798,0
22.06.2015 01:30:00.000 GMT+0430,1199.628,1200.960,1182.121,1185.578,38432669.9376
23.06.2015 01:30:00.000 GMT+0430,1185.268,1188.069,1176.408,1178.308,42197149.688599996
24.06.2015 01:30:00.000 GMT+0430,1177.979,1180.229,1170.849,1175.169,34937590.0464
25.06.2015 01:30:00.000 GMT+0430,1174.708,1178.099,1171.540,1172.888,34309919.77449999
26.06.2015 01:30:00.000 GMT+0430,1172.879,1178.619,1168.529,1175.239,40726370.0909
27.06.2015 01:30:00.000 GMT+0430,1175.239,1175.239,1175.239,1175.239,0
28.06.2015 01:30:00.000 GMT+0430,1175.239,1175.239,1175.239,1175.239,0
29.06.2015 01:30:00.000 GMT+0430,1184.231,1188.069,1173.808,1179.489,59131841.0039
30.06.2015 01:30:00.000 GMT+0430,1179.988,1180.450,1166.898,1171.998,60986410.319800004
01.07.2015 01:30:00.000 GMT+0430,1171.889,1175.049,1167.551,1168.519,49169639.8002
02.07.2015 01:30:00.000 GMT+0430,1168.149,1169.359,1156.980,1165.879,53987340.0924
03.07.2015 01:30:00.000 GMT+0430,1165.748,1170.229,1164.559,1168.649,25074179.8872
04.07.2015 01:30:00.000 GMT+0430,1168.649,1168.649,1168.649,1168.649,0
05.07.2015 01:30:00.000 GMT+0430,1168.649,1168.649,1168.649,1168.649,0
06.07.2015 01:30:00.000 GMT+0430,1173.599,1174.880,1162.848,1169.968,53958614.528500006
07.07.2015 01:30:00.000 GMT+0430,1169.879,1170.381,1147.979,1154.779,59700480.0779
08.07.2015 01:30:00.000 GMT+0430,1154.729,1164.628,1147.158,1157.988,78830135.10700001
09.07.2015 01:30:00.000 GMT+0430,1157.809,1167.660,1155.949,1158.938,61852240.2643
10.07.2015 01:30:00.000 GMT+0430,1159.509,1165.379,1157.309,1162.921,51110209.8822
11.07.2015 01:30:00.000 GMT+0430,1162.921,1162.921,1162.921,1162.921,0
12.07.2015 01:30:00.000 GMT+0430,1162.921,1162.921,1162.921,1162.921,0
13.07.2015 01:30:00.000 GMT+0430,1162.999,1164.759,1151.119,1157.628,51487280.4283
14.07.2015 01:30:00.000 GMT+0430,1157.478,1159.738,1152.889,1155.558,44081979.811100006
15.07.2015 01:30:00.000 GMT+0430,1154.999,1156.789,1143.209,1149.139,40630869.567499995
16.07.2015 01:30:00.000 GMT+0430,1149.049,1149.369,1142.229,1145.058,52608609.611700006
17.07.2015 01:30:00.000 GMT+0430,1144.959,1145.739,1131.158,1134.200,51850299.98859999
18.07.2015 01:30:00.000 GMT+0430,1134.200,1134.200,1134.200,1134.200,0
19.07.2015 01:30:00.000 GMT+0430,1134.200,1134.200,1134.200,1134.200,0
20.07.2015 01:30:00.000 GMT+0430,1133.469,1133.469,1070.698,1096.138,90852550.74479999
21.07.2015 01:30:00.000 GMT+0430,1098.360,1109.879,1096.869,1100.779,63283810.019399986
22.07.2015 01:30:00.000 GMT+0430,1101.168,1103.279,1087.078,1093.828,66255109.071600005
23.07.2015 01:30:00.000 GMT+0430,1093.729,1105.873,1087.189,1090.238,71242730.47289999
24.07.2015 01:30:00.000 GMT+0430,1090.408,1101.561,1077.219,1098.572,73988629.10270001
25.07.2015 01:30:00.000 GMT+0430,1098.572,1098.572,1098.572,1098.572,0
26.07.2015 01:30:00.000 GMT+0430,1098.572,1098.572,1098.572,1098.572,0
27.07.2015 01:30:00.000 GMT+0430,1099.029,1105.001,1088.339,1093.508,78095519.7218
28.07.2015 01:30:00.000 GMT+0430,1094.658,1098.949,1091.559,1095.179,57782670.08059999
29.07.2015 01:30:00.000 GMT+0430,1095.068,1101.850,1090.398,1096.040,61204170.28659999
30.07.2015 01:30:00.000 GMT+0430,1096.898,1098.590,1082.498,1088.159,58645750.4929
31.07.2015 01:30:00.000 GMT+0430,1088.128,1103.378,1079.949,1095.272,66030449.867
01.08.2015 01:30:00.000 GMT+0430,1095.272,1095.272,1095.272,1095.272,0
02.08.2015 01:30:00.000 GMT+0430,1095.272,1095.272,1095.272,1095.272,0
03.08.2015 01:30:00.000 GMT+0430,1095.909,1097.689,1085.811,1086.338,50926959.81279999
04.08.2015 01:30:00.000 GMT+0430,1083.188,1094.702,1080.968,1087.189,61364620.80480001
05.08.2015 01:30:00.000 GMT+0430,1087.889,1092.571,1082.959,1084.689,54932450.771400005
06.08.2015 01:30:00.000 GMT+0430,1084.600,1093.969,1083.472,1089.199,49962669.466000006
07.08.2015 01:30:00.000 GMT+0430,1089.309,1099.459,1082.779,1092.919,64251589.95379999
08.08.2015 01:30:00.000 GMT+0430,1092.919,1092.919,1092.919,1092.919,0
09.08.2015 01:30:00.000 GMT+0430,1092.919,1092.919,1092.919,1092.919,0
10.08.2015 01:30:00.000 GMT+0430,1094.342,1108.879,1089.598,1104.138,52512490.511199996
11.08.2015 01:30:00.000 GMT+0430,1104.149,1119.348,1093.778,1108.539,63471189.73729999
12.08.2015 01:30:00.000 GMT+0430,1108.668,1125.660,1101.741,1124.058,65556515.9918
13.08.2015 01:30:00.000 GMT+0430,1125.448,1126.808,1113.589,1114.808,62671760.02260001
14.08.2015 01:30:00.000 GMT+0430,1114.719,1121.021,1111.858,1113.828,51349690.05399999
15.08.2015 01:30:00.000 GMT+0430,1113.828,1113.828,1113.828,1113.828,0
16.08.2015 01:30:00.000 GMT+0430,1113.828,1113.828,1113.828,1113.828,0
17.08.2015 01:30:00.000 GMT+0430,1113.961,1122.788,1113.560,1117.229,44149339.676
18.08.2015 01:30:00.000 GMT+0430,1117.788,1121.080,1109.638,1117.178,48608040.0943
19.08.2015 01:30:00.000 GMT+0430,1117.679,1134.582,1116.258,1133.508,58902845.32330001
20.08.2015 01:30:00.000 GMT+0430,1133.508,1153.970,1132.589,1151.908,56881489.6888
21.08.2015 01:30:00.000 GMT+0430,1151.859,1168.219,1148.912,1160.071,69207409.4104
22.08.2015 01:30:00.000 GMT+0430,1160.071,1160.071,1160.071,1160.071,0
23.08.2015 01:30:00.000 GMT+0430,1160.071,1160.071,1160.071,1160.071,0
24.08.2015 01:30:00.000 GMT+0430,1160.739,1170.029,1145.758,1154.349,88344429.4927
25.08.2015 01:30:00.000 GMT+0430,1155.558,1156.578,1134.569,1140.068,73264410.0188
26.08.2015 01:30:00.000 GMT+0430,1139.960,1146.409,1117.722,1124.759,87323659.41979998
27.08.2015 01:30:00.000 GMT+0430,1125.408,1129.301,1118.278,1124.518,90412701.24910001
28.08.2015 01:30:00.000 GMT+0430,1124.949,1140.792,1123.758,1133.021,80971389.7109
29.08.2015 01:30:00.000 GMT+0430,1133.021,1133.021,1133.021,1133.021,0
30.08.2015 01:30:00.000 GMT+0430,1133.021,1133.021,1133.021,1133.021,0
31.08.2015 01:30:00.000 GMT+0430,1132.849,1136.629,1125.668,1134.469,63824180.30500001
01.09.2015 01:30:00.000 GMT+0430,1134.230,1147.861,1134.218,1139.939,74150909.424
02.09.2015 01:30:00.000 GMT+0430,1139.448,1142.398,1132.048,1133.709,64204940.796
03.09.2015 01:30:00.000 GMT+0430,1133.559,1134.260,1121.809,1124.799,57610600.0541
04.09.2015 01:30:00.000 GMT+0430,1125.029,1132.210,1116.780,1120.921,55343519.985400006
05.09.2015 01:30:00.000 GMT+0430,1120.921,1120.921,1120.921,1120.921,0
06.09.2015 01:30:00.000 GMT+0430,1120.921,1120.921,1120.921,1120.921,0
07.09.2015 01:30:00.000 GMT+0430,1122.920,1124.779,1115.788,1118.818,37224140.3199
08.09.2015 01:30:00.000 GMT+0430,1118.311,1126.681,1118.311,1121.098,60200389.981400006
09.09.2015 01:30:00.000 GMT+0430,1121.708,1125.342,1101.239,1107.179,62429919.540699996
10.09.2015 01:30:00.000 GMT+0430,1106.388,1114.988,1103.742,1110.628,68569759.6668
11.09.2015 01:30:00.000 GMT+0430,1110.999,1112.869,1098.728,1107.201,51317009.6276
12.09.2015 01:30:00.000 GMT+0430,1107.201,1107.201,1107.201,1107.201,0
13.09.2015 01:30:00.000 GMT+0430,1107.201,1107.201,1107.201,1107.201,0
14.09.2015 01:30:00.000 GMT+0430,1107.690,1110.421,1103.529,1108.699,42031229.913
15.09.2015 01:30:00.000 GMT+0430,1107.839,1109.322,1102.459,1104.909,38782819.98630001
16.09.2015 01:30:00.000 GMT+0430,1105.088,1124.152,1103.958,1119.118,59966230.2138
17.09.2015 01:30:00.000 GMT+0430,1119.199,1135.680,1115.388,1131.089,64773939.7288
18.09.2015 01:30:00.000 GMT+0430,1131.089,1141.639,1127.529,1138.421,68463890.382
19.09.2015 01:30:00.000 GMT+0430,1138.421,1138.421,1138.421,1138.421,0
20.09.2015 01:30:00.000 GMT+0430,1138.421,1138.421,1138.421,1138.421,0
21.09.2015 01:30:00.000 GMT+0430,1138.911,1139.890,1129.518,1133.011,39786260.12810001
22.09.2015 00:30:00.000 GMT+0330,1132.899,1136.602,1121.328,1124.290,51627030.432
23.09.2015 00:30:00.000 GMT+0330,1124.319,1134.171,1121.819,1130.012,40521710.515
24.09.2015 00:30:00.000 GMT+0330,1130.498,1156.711,1130.039,1153.529,68499450.68339999
25.09.2015 00:30:00.000 GMT+0330,1151.010,1151.619,1140.731,1145.780,59203859.329
26.09.2015 00:30:00.000 GMT+0330,1145.780,1145.780,1145.780,1145.780,0
27.09.2015 00:30:00.000 GMT+0330,1145.780,1145.780,1145.780,1145.780,0
28.09.2015 00:30:00.000 GMT+0330,1145.041,1148.199,1127.920,1131.730,59116890.40049999
29.09.2015 00:30:00.000 GMT+0330,1131.809,1134.638,1124.298,1126.859,67689599.87179999
30.09.2015 00:30:00.000 GMT+0330,1127.129,1128.119,1111.698,1114.519,68447139.9785
01.10.2015 00:30:00.000 GMT+0330,1115.069,1119.111,1111.038,1113.240,47839770.46600002
02.10.2015 00:30:00.000 GMT+0330,1112.889,1141.223,1104.608,1138.059,69992450.50569999
03.10.2015 00:30:00.000 GMT+0330,1138.059,1138.059,1138.059,1138.059,0
04.10.2015 00:30:00.000 GMT+0330,1138.059,1138.059,1138.059,1138.059,0
05.10.2015 00:30:00.000 GMT+0330,1137.521,1141.882,1130.089,1135.349,69717925.3696
06.10.2015 00:30:00.000 GMT+0330,1135.219,1151.130,1134.951,1146.859,48277779.8773
07.10.2015 00:30:00.000 GMT+0330,1146.648,1153.629,1141.738,1145.079,61332580.4474
08.10.2015 00:30:00.000 GMT+0330,1145.358,1151.259,1136.569,1138.802,63885690.271699995
09.10.2015 00:30:00.000 GMT+0330,1138.579,1159.631,1138.552,1154.708,75897140.0856
10.10.2015 00:30:00.000 GMT+0330,1154.708,1154.708,1154.708,1154.708,0
11.10.2015 00:30:00.000 GMT+0330,1154.708,1154.708,1154.708,1154.708,0
12.10.2015 00:30:00.000 GMT+0330,1155.149,1169.001,1154.789,1163.350,55398809.90990001
13.10.2015 00:30:00.000 GMT+0330,1163.089,1168.639,1151.792,1166.170,70848130.52430001
14.10.2015 00:30:00.000 GMT+0330,1168.448,1189.739,1163.378,1183.690,82534189.9395
15.10.2015 00:30:00.000 GMT+0330,1183.989,1191.450,1174.398,1182.899,79618710.27929999
16.10.2015 00:30:00.000 GMT+0330,1182.339,1184.442,1174.239,1176.640,65052889.466400005
17.10.2015 00:30:00.000 GMT+0330,1176.640,1176.640,1176.640,1176.640,0
