Local time,Open,High,Low,Close,Volume
17.10.2019 00:30:00.000 GMT+0330,1490.198,1497.308,1483.385,1491.398,73464364.73730001
18.10.2019 00:30:00.000 GMT+0330,1491.718,1494.008,1484.825,1489.598,56800837.57649999
19.10.2019 00:30:00.000 GMT+0330,1489.598,1489.598,1489.598,1489.598,0
20.10.2019 00:30:00.000 GMT+0330,1489.598,1489.598,1489.598,1489.598,0
21.10.2019 00:30:00.000 GMT+0330,1491.338,1495.208,1481.405,1484.098,40983364.0008
22.10.2019 00:30:00.000 GMT+0330,1484.198,1488.908,1480.768,1487.198,49161564.200899996
23.10.2019 00:30:00.000 GMT+0330,1487.488,1496.268,1487.488,1491.798,51688735.007999994
24.10.2019 00:30:00.000 GMT+0330,1492.145,1503.948,1487.915,1503.498,56927456.02120001
25.10.2019 00:30:00.000 GMT+0330,1503.328,1517.948,1500.558,1504.198,55145689.904800005
26.10.2019 00:30:00.000 GMT+0330,1504.198,1504.198,1504.198,1504.198,0
27.10.2019 00:30:00.000 GMT+0330,1504.198,1504.198,1504.198,1504.198,0
28.10.2019 00:30:00.000 GMT+0330,1504.508,1508.155,1489.948,1492.098,49336549.63949999
29.10.2019 00:30:00.000 GMT+0330,1491.968,1494.715,1483.398,1487.198,42760090.3811
30.10.2019 00:30:00.000 GMT+0330,1488.015,1496.598,1481.048,1495.198,54483946.621300004
31.10.2019 00:30:00.000 GMT+0330,1495.578,1514.148,1493.628,1512.498,60163249.5821
01.11.2019 00:30:00.000 GMT+0330,1512.548,1515.938,1503.218,1513.998,52261794.47760001
02.11.2019 00:30:00.000 GMT+0330,1513.998,1513.998,1513.998,1513.998,0
03.11.2019 00:30:00.000 GMT+0330,1513.998,1513.998,1513.998,1513.998,0
04.11.2019 01:30:00.000 GMT+0330,1513.908,1514.758,1504.395,1509.345,42876285.9105
05.11.2019 01:30:00.000 GMT+0330,1509.578,1509.585,1479.275,1483.275,54385981.8576
06.11.2019 01:30:00.000 GMT+0330,1482.948,1494.118,1482.278,1490.155,45329799.6221
07.11.2019 01:30:00.000 GMT+0330,1490.000,1492.148,1460.498,1467.935,68050630.5697
08.11.2019 01:30:00.000 GMT+0330,1467.788,1472.868,1456.118,1458.485,54618757.7246
09.11.2019 01:30:00.000 GMT+0330,1458.485,1458.485,1458.485,1458.485,0
10.11.2019 01:30:00.000 GMT+0330,1458.485,1458.485,1458.485,1458.485,0
11.11.2019 01:30:00.000 GMT+0330,1459.278,1466.375,1448.155,1455.335,38157086.9537
12.11.2019 01:30:00.000 GMT+0330,1455.118,1460.335,1445.545,1455.965,63667454.958
13.11.2019 01:30:00.000 GMT+0330,1456.188,1466.995,1455.598,1463.025,60060506.731300004
14.11.2019 01:30:00.000 GMT+0330,1463.278,1474.535,1461.038,1470.605,57190656.244799994
15.11.2019 01:30:00.000 GMT+0330,1471.098,1471.248,1462.355,1467.885,40995986.9982
16.11.2019 01:30:00.000 GMT+0330,1467.885,1467.885,1467.885,1467.885,0
17.11.2019 01:30:00.000 GMT+0330,1467.885,1467.885,1467.885,1467.885,0
18.11.2019 01:30:00.000 GMT+0330,1467.158,1473.935,1456.285,1470.985,44620869.1298
19.11.2019 01:30:00.000 GMT+0330,1471.148,1475.328,1464.898,1471.625,47914368.7339
20.11.2019 01:30:00.000 GMT+0330,1472.238,1478.728,1465.838,1471.115,57517982.93000001
21.11.2019 01:30:00.000 GMT+0330,1474.818,1475.575,1462.275,1463.535,50821519.9112
22.11.2019 01:30:00.000 GMT+0330,1464.038,1473.188,1461.295,1461.785,43467527.5385
23.11.2019 01:30:00.000 GMT+0330,1461.785,1461.785,1461.785,1461.785,0
24.11.2019 01:30:00.000 GMT+0330,1461.785,1461.785,1461.785,1461.785,0
25.11.2019 01:30:00.000 GMT+0330,1460.218,1462.085,1453.995,1454.865,36498949.3491
26.11.2019 01:30:00.000 GMT+0330,1454.638,1462.848,1450.000,1460.945,42813990.4737
27.11.2019 01:30:00.000 GMT+0330,1461.098,1461.765,1452.535,1454.025,33273694.7833
28.11.2019 01:30:00.000 GMT+0330,1454.458,1458.208,1454.195,1455.388,19037558.0626
29.11.2019 01:30:00.000 GMT+0330,1455.588,1466.528,1453.115,1463.448,31813469.0164
30.11.2019 01:30:00.000 GMT+0330,1463.448,1463.448,1463.448,1463.448,0
01.12.2019 01:30:00.000 GMT+0330,1463.448,1463.448,1463.448,1463.448,0
02.12.2019 01:30:00.000 GMT+0330,1464.048,1465.268,1453.885,1462.055,52192346.215299994
03.12.2019 01:30:00.000 GMT+0330,1462.198,1481.718,1459.768,1477.115,59678164.184000015
04.12.2019 01:30:00.000 GMT+0330,1476.928,1483.988,1471.365,1474.285,56634440.42230001
05.12.2019 01:30:00.000 GMT+0330,1474.488,1480.308,1472.855,1475.685,48455754.9059
06.12.2019 01:30:00.000 GMT+0330,1475.578,1479.788,1458.635,1459.785,38879029.4676
07.12.2019 01:30:00.000 GMT+0330,1459.785,1459.785,1459.785,1459.785,0
08.12.2019 01:30:00.000 GMT+0330,1459.785,1459.785,1459.785,1459.785,0
09.12.2019 01:30:00.000 GMT+0330,1459.418,1465.318,1458.548,1461.245,29649164.915000007
10.12.2019 01:30:00.000 GMT+0330,1461.348,1469.128,1459.965,1463.745,42515849.3072
11.12.2019 01:30:00.000 GMT+0330,1463.838,1478.848,1462.598,1474.365,51815921.0086
12.12.2019 01:30:00.000 GMT+0330,1474.618,1486.708,1463.778,1469.455,58524574.2203
13.12.2019 01:30:00.000 GMT+0330,1467.728,1477.968,1461.648,1475.455,80430622.69690001
14.12.2019 01:30:00.000 GMT+0330,1475.455,1475.455,1475.455,1475.455,0
15.12.2019 01:30:00.000 GMT+0330,1475.455,1475.455,1475.455,1475.455,0
16.12.2019 01:30:00.000 GMT+0330,1475.098,1479.848,1473.108,1475.815,35448545.8734
17.12.2019 01:30:00.000 GMT+0330,1475.798,1480.488,1474.135,1475.765,32564395.0106
18.12.2019 01:30:00.000 GMT+0330,1475.698,1479.248,1470.405,1474.305,34982809.096599996
19.12.2019 01:30:00.000 GMT+0330,1475.128,1481.668,1473.205,1478.425,34632779.65760001
20.12.2019 01:30:00.000 GMT+0330,1478.678,1480.908,1475.768,1477.785,25415531.665000003
21.12.2019 01:30:00.000 GMT+0330,1477.785,1477.785,1477.785,1477.785,0
22.12.2019 01:30:00.000 GMT+0330,1477.785,1477.785,1477.785,1477.785,0
23.12.2019 01:30:00.000 GMT+0330,1478.128,1486.058,1477.425,1485.285,29251686.081299998
24.12.2019 01:30:00.000 GMT+0330,1485.178,1500.465,1484.298,1498.445,30811169.817899995
25.12.2019 01:30:00.000 GMT+0330,1498.445,1498.445,1498.445,1498.445,0
26.12.2019 01:30:00.000 GMT+0330,1499.358,1512.548,1497.215,1511.005,37675439.9539
27.12.2019 01:30:00.000 GMT+0330,1511.158,1515.268,1507.288,1510.775,44186440.319000006
28.12.2019 01:30:00.000 GMT+0330,1510.775,1510.775,1510.775,1510.775,0
29.12.2019 01:30:00.000 GMT+0330,1510.775,1510.775,1510.775,1510.775,0
30.12.2019 01:30:00.000 GMT+0330,1511.458,1516.048,1510.715,1514.805,37269055.0088
31.12.2019 01:30:00.000 GMT+0330,1514.568,1525.235,1514.478,1516.915,46909550.27950001
01.01.2020 01:30:00.000 GMT+0330,1516.915,1516.915,1516.915,1516.915,0
02.01.2020 01:30:00.000 GMT+0330,1518.768,1531.328,1517.115,1528.825,44513975.05419999
03.01.2020 01:30:00.000 GMT+0330,1528.568,1553.515,1527.848,1551.515,73185641.13990001
04.01.2020 01:30:00.000 GMT+0330,1551.515,1551.515,1551.515,1551.515,0
05.01.2020 01:30:00.000 GMT+0330,1551.515,1551.515,1551.515,1551.515,0
06.01.2020 01:30:00.000 GMT+0330,1559.735,1585.625,1559.735,1565.445,73680047.60140002
07.01.2020 01:30:00.000 GMT+0330,1565.108,1577.248,1555.248,1573.945,70302111.98330002
08.01.2020 01:30:00.000 GMT+0330,1575.238,1611.325,1552.178,1556.095,110247689.30669999
09.01.2020 01:30:00.000 GMT+0330,1556.528,1561.285,1540.105,1551.685,56332384.646000005
10.01.2020 01:30:00.000 GMT+0330,1552.198,1563.008,1545.665,1561.785,50718146.97970001
11.01.2020 01:30:00.000 GMT+0330,1561.785,1561.785,1561.785,1561.785,0
12.01.2020 01:30:00.000 GMT+0330,1561.785,1561.785,1561.785,1561.785,0
13.01.2020 01:30:00.000 GMT+0330,1561.318,1561.318,1546.408,1547.475,45008661.270100005
14.01.2020 01:30:00.000 GMT+0330,1547.848,1548.745,1535.828,1545.665,65154918.01490001
15.01.2020 01:30:00.000 GMT+0330,1546.258,1558.148,1545.818,1555.775,66801912.546399996
16.01.2020 01:30:00.000 GMT+0330,1556.298,1558.035,1547.975,1551.965,46001065.016
17.01.2020 01:30:00.000 GMT+0330,1552.398,1561.155,1549.295,1556.945,40158334.4041
18.01.2020 01:30:00.000 GMT+0330,1556.945,1556.945,1556.945,1556.945,0
19.01.2020 01:30:00.000 GMT+0330,1556.945,1556.945,1556.945,1556.945,0
20.01.2020 01:30:00.000 GMT+0330,1557.128,1562.705,1556.268,1560.478,17483259.946
21.01.2020 01:30:00.000 GMT+0330,1560.708,1568.508,1546.238,1557.855,64625320.13640001
22.01.2020 01:30:00.000 GMT+0330,1558.638,1559.168,1550.300,1558.475,47668253.57109999
23.01.2020 01:30:00.000 GMT+0330,1558.498,1567.848,1551.798,1562.455,58244927.04890001
24.01.2020 01:30:00.000 GMT+0330,1562.328,1575.785,1556.455,1571.455,65777164.220699996
25.01.2020 01:30:00.000 GMT+0330,1571.455,1571.455,1571.455,1571.455,0
26.01.2020 01:30:00.000 GMT+0330,1571.455,1571.455,1571.455,1571.455,0
27.01.2020 01:30:00.000 GMT+0330,1579.248,1588.345,1575.798,1581.705,75958119.98869997
28.01.2020 01:30:00.000 GMT+0330,1581.348,1582.965,1565.388,1566.835,57893689.334499985
29.01.2020 01:30:00.000 GMT+0330,1566.758,1577.948,1563.335,1576.295,62125699.519999996
30.01.2020 01:30:00.000 GMT+0330,1576.598,1585.888,1572.155,1573.945,75799372.97099999
31.01.2020 01:30:00.000 GMT+0330,1573.778,1590.528,1570.905,1589.325,85879357.33810002
01.02.2020 01:30:00.000 GMT+0330,1589.325,1589.325,1589.325,1589.325,0
02.02.2020 01:30:00.000 GMT+0330,1589.325,1589.325,1589.325,1589.325,0
03.02.2020 01:30:00.000 GMT+0330,1593.388,1593.488,1569.188,1576.365,52739226.8179
04.02.2020 01:30:00.000 GMT+0330,1577.098,1579.545,1548.965,1552.505,50916582.16730001
05.02.2020 01:30:00.000 GMT+0330,1552.508,1562.368,1547.425,1555.685,48471865.20699999
06.02.2020 01:30:00.000 GMT+0330,1555.688,1568.178,1552.385,1566.335,44079300.1057
07.02.2020 01:30:00.000 GMT+0330,1566.618,1574.008,1559.875,1570.198,86675344.85469998
08.02.2020 01:30:00.000 GMT+0330,1570.198,1570.198,1570.198,1570.198,0
09.02.2020 01:30:00.000 GMT+0330,1570.198,1570.198,1570.198,1570.198,0
10.02.2020 01:30:00.000 GMT+0330,1571.248,1576.928,1567.905,1571.755,49905996.054500006
11.02.2020 01:30:00.000 GMT+0330,1571.688,1573.978,1561.925,1567.565,54826250.0912
12.02.2020 01:30:00.000 GMT+0330,1567.578,1570.398,1561.728,1565.715,47666134.774500005
13.02.2020 01:30:00.000 GMT+0330,1565.965,1578.248,1565.495,1575.625,62632329.70249999
14.02.2020 01:30:00.000 GMT+0330,1575.838,1584.948,1572.975,1583.648,44725049.942600004
15.02.2020 01:30:00.000 GMT+0330,1583.648,1583.648,1583.648,1583.648,0
16.02.2020 01:30:00.000 GMT+0330,1583.648,1583.648,1583.648,1583.648,0
17.02.2020 01:30:00.000 GMT+0330,1581.858,1583.698,1578.798,1581.008,18294480.9495
18.02.2020 01:30:00.000 GMT+0330,1584.018,1605.018,1582.298,1601.215,59929440.3197
19.02.2020 01:30:00.000 GMT+0330,1601.378,1612.888,1599.455,1611.315,57496260.464200005
20.02.2020 01:30:00.000 GMT+0330,1612.118,1623.658,1603.785,1618.955,59950858.02629999
21.02.2020 01:30:00.000 GMT+0330,1619.638,1649.165,1618.895,1643.148,84298380.2557
22.02.2020 01:30:00.000 GMT+0330,1643.148,1643.148,1643.148,1643.148,0
23.02.2020 01:30:00.000 GMT+0330,1643.148,1643.148,1643.148,1643.148,0
24.02.2020 01:30:00.000 GMT+0330,1654.598,1689.255,1650.838,1659.095,116159778.8336
25.02.2020 01:30:00.000 GMT+0330,1658.828,1663.805,1624.898,1634.385,141516327.3812
26.02.2020 01:30:00.000 GMT+0330,1635.188,1654.895,1624.785,1640.608,112685832.739
27.02.2020 01:30:00.000 GMT+0330,1640.838,1660.368,1635.145,1644.708,191647255.6591
28.02.2020 01:30:00.000 GMT+0330,1644.108,1649.388,1562.848,1585.435,161685297.4889
29.02.2020 01:30:00.000 GMT+0330,1585.435,1585.435,1585.435,1585.435,0
01.03.2020 01:30:00.000 GMT+0330,1585.435,1585.435,1585.435,1585.435,0
02.03.2020 01:30:00.000 GMT+0330,1591.378,1610.958,1575.315,1589.108,215107725.50120002
03.03.2020 01:30:00.000 GMT+0330,1585.198,1649.208,1584.768,1640.528,190515770.6737
04.03.2020 01:30:00.000 GMT+0330,1640.258,1652.548,1631.798,1636.578,185897874.11699998
05.03.2020 01:30:00.000 GMT+0330,1637.288,1674.498,1634.888,1671.928,148076386.21319997
06.03.2020 01:30:00.000 GMT+0330,1672.348,1692.088,1642.128,1673.548,178703204.75090003
07.03.2020 01:30:00.000 GMT+0330,1673.548,1673.548,1673.548,1673.548,0
08.03.2020 01:30:00.000 GMT+0330,1673.548,1673.548,1673.548,1673.548,0
09.03.2020 00:30:00.000 GMT+0330,1694.895,1703.318,1657.308,1680.118,137940316.0809
10.03.2020 00:30:00.000 GMT+0330,1679.668,1680.398,1641.495,1648.948,130607134.58060001
11.03.2020 00:30:00.000 GMT+0330,1649.448,1671.158,1632.935,1634.498,107333409.3093
12.03.2020 00:30:00.000 GMT+0330,1633.778,1649.965,1560.508,1576.748,121893360.37629998
13.03.2020 00:30:00.000 GMT+0330,1579.228,1597.825,1504.398,1529.348,137517494.4397
14.03.2020 00:30:00.000 GMT+0330,1529.348,1529.348,1529.348,1529.348,0
15.03.2020 00:30:00.000 GMT+0330,1529.348,1529.348,1529.348,1529.348,0
16.03.2020 00:30:00.000 GMT+0330,1567.348,1575.305,1451.148,1513.768,118547280.6691
17.03.2020 00:30:00.000 GMT+0330,1512.078,1553.808,1465.468,1527.838,118845327.258
18.03.2020 00:30:00.000 GMT+0330,1527.168,1546.248,1472.625,1485.478,119936648.9651
19.03.2020 00:30:00.000 GMT+0330,1485.868,1500.828,1463.975,1470.528,87708381.77190001
20.03.2020 00:30:00.000 GMT+0330,1470.308,1516.045,1454.898,1498.698,76975946.66499999
21.03.2020 01:30:00.000 GMT+0430,1498.698,1498.698,1498.698,1498.698,0
22.03.2020 01:30:00.000 GMT+0430,1498.698,1498.698,1498.698,1498.698,0
23.03.2020 01:30:00.000 GMT+0430,1503.768,1561.198,1482.258,1552.638,84485029.4591
24.03.2020 01:30:00.000 GMT+0430,1554.928,1632.918,1552.788,1629.638,47644389.927499995
25.03.2020 01:30:00.000 GMT+0430,1628.728,1639.180,1594.682,1615.258,47561479.21079999
26.03.2020 01:30:00.000 GMT+0430,1615.948,1645.052,1595.301,1627.325,34256202.0421
27.03.2020 01:30:00.000 GMT+0430,1626.658,1635.238,1612.838,1626.148,38070590.913600005
28.03.2020 01:30:00.000 GMT+0430,1626.148,1626.148,1626.148,1626.148,0
29.03.2020 01:30:00.000 GMT+0430,1626.148,1626.148,1626.148,1626.148,0
30.03.2020 01:30:00.000 GMT+0430,1639.458,1639.458,1610.098,1621.905,45826550.6328
31.03.2020 01:30:00.000 GMT+0430,1619.298,1623.408,1574.188,1575.948,44280443.13200001
01.04.2020 01:30:00.000 GMT+0430,1573.038,1599.988,1567.468,1589.595,49793441.593700014
02.04.2020 01:30:00.000 GMT+0430,1588.468,1619.940,1582.818,1611.118,51887225.389599994
03.04.2020 01:30:00.000 GMT+0430,1611.388,1625.498,1605.625,1617.048,43645140.767
04.04.2020 01:30:00.000 GMT+0430,1617.048,1617.048,1617.048,1617.048,0
05.04.2020 01:30:00.000 GMT+0430,1617.048,1617.048,1617.048,1617.048,0
06.04.2020 01:30:00.000 GMT+0430,1615.578,1668.648,1609.000,1660.905,47534665.10759999
07.04.2020 01:30:00.000 GMT+0430,1658.738,1674.828,1642.128,1646.080,63785678.71450001
08.04.2020 01:30:00.000 GMT+0430,1646.080,1656.288,1640.398,1644.258,39969020.1281
09.04.2020 01:30:00.000 GMT+0430,1644.000,1689.948,1644.000,1682.148,46255319.595400006
10.04.2020 01:30:00.000 GMT+0430,1682.148,1682.148,1682.148,1682.148,0
11.04.2020 01:30:00.000 GMT+0430,1682.148,1682.148,1682.148,1682.148,0
12.04.2020 01:30:00.000 GMT+0430,1682.148,1682.148,1682.148,1682.148,0
13.04.2020 01:30:00.000 GMT+0430,1686.218,1722.548,1675.000,1713.868,47004028.0221
14.04.2020 01:30:00.000 GMT+0430,1709.478,1747.625,1708.735,1725.875,67453220.3674
15.04.2020 01:30:00.000 GMT+0430,1727.188,1730.998,1707.518,1716.288,51956189.274900004
16.04.2020 01:30:00.000 GMT+0430,1716.578,1738.648,1707.498,1716.428,62850838.214200005
17.04.2020 01:30:00.000 GMT+0430,1713.928,1719.388,1679.125,1681.998,64459932.0293
18.04.2020 01:30:00.000 GMT+0430,1681.998,1681.998,1681.998,1681.998,0
19.04.2020 01:30:00.000 GMT+0430,1681.998,1681.998,1681.998,1681.998,0
20.04.2020 01:30:00.000 GMT+0430,1679.878,1702.138,1671.598,1694.798,55313466.7871
21.04.2020 01:30:00.000 GMT+0430,1692.618,1697.796,1659.298,1685.008,61205247.67030001
22.04.2020 01:30:00.000 GMT+0430,1683.238,1718.555,1679.908,1713.058,64567570.805700004
23.04.2020 01:30:00.000 GMT+0430,1713.038,1738.558,1707.328,1729.228,65949349.165
24.04.2020 01:30:00.000 GMT+0430,1729.398,1736.208,1710.508,1727.698,62210544.19860001
25.04.2020 01:30:00.000 GMT+0430,1727.698,1727.698,1727.698,1727.698,0
26.04.2020 01:30:00.000 GMT+0430,1727.698,1727.698,1727.698,1727.698,0
27.04.2020 01:30:00.000 GMT+0430,1726.388,1727.248,1705.995,1713.358,74220740.3182
28.04.2020 01:30:00.000 GMT+0430,1713.408,1715.945,1691.678,1707.465,80414427.5785
29.04.2020 01:30:00.000 GMT+0430,1706.758,1717.398,1697.805,1712.378,64480038.553600006
30.04.2020 01:30:00.000 GMT+0430,1711.598,1721.598,1681.068,1685.998,68512512.98179999
01.05.2020 01:30:00.000 GMT+0430,1684.838,1705.068,1670.418,1698.818,82950562.388
02.05.2020 01:30:00.000 GMT+0430,1698.818,1698.818,1698.818,1698.818,0
03.05.2020 01:30:00.000 GMT+0430,1698.818,1698.818,1698.818,1698.818,0
04.05.2020 01:30:00.000 GMT+0430,1697.878,1713.228,1691.328,1701.758,51274001.35999999
05.05.2020 01:30:00.000 GMT+0430,1700.968,1711.568,1689.788,1704.988,49387499.5709
06.05.2020 01:30:00.000 GMT+0430,1705.328,1708.071,1682.008,1685.068,50555360.43659999
07.05.2020 01:30:00.000 GMT+0430,1681.518,1721.888,1681.308,1715.248,57487925.29099999
08.05.2020 01:30:00.000 GMT+0430,1715.218,1723.148,1700.545,1701.408,64902245.10430001
09.05.2020 01:30:00.000 GMT+0430,1701.408,1701.408,1701.408,1701.408,0
10.05.2020 01:30:00.000 GMT+0430,1701.408,1701.408,1701.408,1701.408,0
11.05.2020 01:30:00.000 GMT+0430,1701.558,1712.058,1691.825,1697.408,66256757.2593
12.05.2020 01:30:00.000 GMT+0430,1696.038,1710.698,1693.605,1702.068,57583464.11599999
13.05.2020 01:30:00.000 GMT+0430,1700.368,1718.018,1699.348,1715.568,76038567.96050002
14.05.2020 01:30:00.000 GMT+0430,1715.568,1736.348,1710.828,1730.315,63777584.6718
15.05.2020 01:30:00.000 GMT+0430,1729.248,1751.398,1728.428,1741.628,77519820.7497
16.05.2020 01:30:00.000 GMT+0430,1741.628,1741.628,1741.628,1741.628,0
17.05.2020 01:30:00.000 GMT+0430,1741.628,1741.628,1741.628,1741.628,0
18.05.2020 01:30:00.000 GMT+0430,1734.868,1765.018,1727.458,1732.305,85084376.7527
19.05.2020 01:30:00.000 GMT+0430,1730.418,1747.818,1726.205,1744.408,85646831.7508
20.05.2020 01:30:00.000 GMT+0430,1744.288,1753.735,1742.528,1747.628,77077420.77120002
21.05.2020 01:30:00.000 GMT+0430,1747.088,1748.538,1717.155,1727.362,74097482.44280002
22.05.2020 01:30:00.000 GMT+0430,1725.518,1739.955,1724.278,1733.648,59924359.6493
23.05.2020 01:30:00.000 GMT+0430,1733.648,1733.648,1733.648,1733.648,0
24.05.2020 01:30:00.000 GMT+0430,1733.648,1733.648,1733.648,1733.648,0
25.05.2020 01:30:00.000 GMT+0430,1731.308,1734.318,1721.168,1728.075,33714108.7652
26.05.2020 01:30:00.000 GMT+0430,1727.928,1735.325,1708.558,1710.128,67774841.48730001
27.05.2020 01:30:00.000 GMT+0430,1708.238,1715.895,1693.598,1708.778,67130594.84970002
28.05.2020 01:30:00.000 GMT+0430,1710.378,1727.428,1706.988,1717.438,66163519.322900005
29.05.2020 01:30:00.000 GMT+0430,1716.608,1737.773,1712.428,1728.695,62912543.594699994
30.05.2020 01:30:00.000 GMT+0430,1728.695,1728.695,1728.695,1728.695,0
31.05.2020 01:30:00.000 GMT+0430,1728.695,1728.695,1728.695,1728.695,0
01.06.2020 01:30:00.000 GMT+0430,1735.808,1744.525,1727.553,1738.988,67261019.4684
02.06.2020 01:30:00.000 GMT+0430,1734.288,1745.008,1721.215,1727.158,65317651.510199994
03.06.2020 01:30:00.000 GMT+0430,1726.348,1731.908,1689.245,1699.108,81489988.02919999
04.06.2020 01:30:00.000 GMT+0430,1695.038,1721.863,1695.038,1713.518,69325884.9979
05.06.2020 01:30:00.000 GMT+0430,1713.058,1715.988,1670.745,1684.758,85671759.24780002
06.06.2020 01:30:00.000 GMT+0430,1684.758,1684.758,1684.758,1684.758,0
07.06.2020 01:30:00.000 GMT+0430,1684.758,1684.758,1684.758,1684.758,0
08.06.2020 01:30:00.000 GMT+0430,1674.868,1700.618,1674.868,1697.978,68710274.99419998
09.06.2020 01:30:00.000 GMT+0430,1696.838,1720.668,1692.025,1711.828,73960050.28490001
10.06.2020 01:30:00.000 GMT+0430,1712.788,1739.675,1707.695,1738.158,67523142.3377
11.06.2020 01:30:00.000 GMT+0430,1737.388,1744.575,1721.445,1727.208,72187145.4715
12.06.2020 01:30:00.000 GMT+0430,1726.888,1742.948,1722.135,1729.728,70735090.4943
13.06.2020 01:30:00.000 GMT+0430,1729.728,1729.728,1729.728,1729.728,0
14.06.2020 01:30:00.000 GMT+0430,1729.728,1729.728,1729.728,1729.728,0
15.06.2020 01:30:00.000 GMT+0430,1730.258,1735.258,1704.025,1724.885,83290739.35720001
16.06.2020 01:30:00.000 GMT+0430,1724.848,1732.748,1716.535,1726.795,77388275.08690001
17.06.2020 01:30:00.000 GMT+0430,1726.598,1730.165,1712.548,1726.495,60120930.6123
18.06.2020 01:30:00.000 GMT+0430,1721.198,1737.438,1717.435,1722.355,61513364.6133
19.06.2020 01:30:00.000 GMT+0430,1718.678,1745.168,1718.678,1743.268,61707936.6443
20.06.2020 01:30:00.000 GMT+0430,1743.268,1743.268,1743.268,1743.268,0
21.06.2020 01:30:00.000 GMT+0430,1743.268,1743.268,1743.268,1743.268,0
22.06.2020 01:30:00.000 GMT+0430,1750.178,1763.058,1742.598,1754.408,84699788.57020001
23.06.2020 01:30:00.000 GMT+0430,1754.438,1770.998,1747.295,1767.648,74297739.5054
24.06.2020 01:30:00.000 GMT+0430,1768.408,1779.388,1760.138,1760.138,81645494.75919998
25.06.2020 01:30:00.000 GMT+0430,1759.038,1768.785,1753.548,1763.155,68680159.06189999
26.06.2020 01:30:00.000 GMT+0430,1763.258,1771.948,1747.368,1770.898,70936554.5511
27.06.2020 01:30:00.000 GMT+0430,1770.898,1770.898,1770.898,1770.898,0
28.06.2020 01:30:00.000 GMT+0430,1770.898,1770.898,1770.898,1770.898,0
29.06.2020 01:30:00.000 GMT+0430,1774.918,1775.748,1765.538,1772.218,56527141.1538
30.06.2020 01:30:00.000 GMT+0430,1769.788,1785.850,1764.425,1780.378,59518129.318900004
01.07.2020 01:30:00.000 GMT+0430,1780.278,1789.008,1758.948,1769.598,66342052.87699999
02.07.2020 01:30:00.000 GMT+0430,1769.758,1779.425,1757.438,1774.648,56427455.24650001
03.07.2020 01:30:00.000 GMT+0430,1775.258,1777.048,1772.588,1774.818,24276947.8558
04.07.2020 01:30:00.000 GMT+0430,1774.818,1774.818,1774.818,1774.818,0
05.07.2020 01:30:00.000 GMT+0430,1774.818,1774.818,1774.818,1774.818,0
06.07.2020 01:30:00.000 GMT+0430,1773.368,1786.918,1769.818,1784.098,50676266.9384
07.07.2020 01:30:00.000 GMT+0430,1782.688,1797.358,1773.398,1794.468,63701415.00229999
08.07.2020 01:30:00.000 GMT+0430,1794.718,1817.848,1791.448,1808.338,58850178.808
09.07.2020 01:30:00.000 GMT+0430,1805.018,1815.855,1795.258,1802.988,61911509.5139
10.07.2020 01:30:00.000 GMT+0430,1801.258,1810.496,1793.935,1798.088,50328258.4847
11.07.2020 01:30:00.000 GMT+0430,1798.088,1798.088,1798.088,1798.088,0
12.07.2020 01:30:00.000 GMT+0430,1798.088,1798.088,1798.088,1798.088,0
13.07.2020 01:30:00.000 GMT+0430,1799.188,1813.198,1797.708,1802.238,53311214.98340001
14.07.2020 01:30:00.000 GMT+0430,1802.538,1810.788,1790.418,1808.878,62056741.2974
15.07.2020 01:30:00.000 GMT+0430,1807.838,1814.916,1802.228,1809.828,57357362.18090001
16.07.2020 01:30:00.000 GMT+0430,1809.648,1813.138,1794.788,1796.588,52349286.4072
17.07.2020 01:30:00.000 GMT+0430,1796.458,1811.878,1795.608,1809.248,40067572.9514
18.07.2020 01:30:00.000 GMT+0430,1809.248,1809.248,1809.248,1809.248,0
19.07.2020 01:30:00.000 GMT+0430,1809.248,1809.248,1809.248,1809.248,0
20.07.2020 01:30:00.000 GMT+0430,1808.838,1820.438,1805.565,1817.498,52293440.28209999
21.07.2020 01:30:00.000 GMT+0430,1817.288,1843.398,1815.668,1841.465,67186440.11019999
22.07.2020 01:30:00.000 GMT+0430,1839.208,1871.948,1839.208,1870.908,87924804.4488
23.07.2020 01:30:00.000 GMT+0430,1871.758,1898.228,1863.909,1886.958,100871536.7319
24.07.2020 01:30:00.000 GMT+0430,1885.228,1906.458,1881.265,1901.098,74174447.2383
25.07.2020 01:30:00.000 GMT+0430,1901.098,1901.098,1901.098,1901.098,0
26.07.2020 01:30:00.000 GMT+0430,1901.098,1901.098,1901.098,1901.098,0
27.07.2020 01:30:00.000 GMT+0430,1901.988,1945.515,1899.638,1941.978,117938120.842
28.07.2020 01:30:00.000 GMT+0430,1941.508,1980.980,1906.645,1957.218,114649057.86509998
29.07.2020 01:30:00.000 GMT+0430,1957.688,1980.798,1941.328,1970.378,80367180.4667
30.07.2020 01:30:00.000 GMT+0430,1969.588,1971.445,1939.245,1956.148,90126812.93490002
31.07.2020 01:30:00.000 GMT+0430,1956.318,1984.218,1954.908,1975.568,90137291.96800001
01.08.2020 01:30:00.000 GMT+0430,1975.568,1975.568,1975.568,1975.568,0
02.08.2020 01:30:00.000 GMT+0430,1975.568,1975.568,1975.568,1975.568,0
03.08.2020 01:30:00.000 GMT+0430,1978.898,1989.148,1960.378,1976.378,74593803.8825
